license_number,ice_citation_count,first_citation,last_citation,repeat_violations,warnings_issued,corrected_onsite,mold_black,mold_pink,scoop_issue,bin_soiled,latest_observation,latest_citation_date,business_name,city,days_since_citation
6212876,1,2026-02-24,2026-02-24,0,0,0,1,0,0,1,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Interior of ice machine has black and green mold like substances.",2026-02-24,SEABREEZE LOUNGE,PALM HARBOR,80
6212897,1,2025-09-29,2025-09-29,0,0,0,1,0,0,0,"Basic - Nonfood-contact surface soiled with grease, food debris, dirt, slime or dust.

Cold air curtains in walk-in cooler soiled with black mold like substance. 

Fans inside walk-in cooler soiled.",2025-09-29,CASUAL CLAM,ST. PETERSBURG,228
6213005,1,2026-03-04,2026-03-04,1,0,0,0,0,0,0,Propane tank (larger than 2.7 lb. water capacity/1 lb. gas capacity) located inside of the building. For reporting purposes only. 1 Propane tank stored next to broken ice machine across from reach in coolers near restroom.  **Repeat Violation**,2026-03-04,TAMPA STYLE CUBAN,LARGO,72
6213049,1,2025-07-14,2025-07-14,0,0,0,1,0,0,1,Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.,2025-07-14,NINE SPICES HOT POT,CLEARWATER,305
6213061,2,2025-09-15,2026-02-03,1,0,0,2,0,0,2,Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin. **Repeat Violation**,2026-02-03,GOOSES SPORTS BAR,LARGO,101
6213086,1,2026-01-05,2026-01-05,1,0,0,1,0,0,1,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Interior and lid of ice bin in server wait station soiled with black mold like substance.  **Repeat Violation**",2026-01-05,CARMELITA'S MEXICAN GRILL & CANTINA,DUNEDIN,130
6213106,1,2025-09-16,2025-09-16,0,0,0,0,0,0,0,"Basic - Floors/Walls soiled/has accumulation of debris.

Accumulation grease under cookline. Accumulation of debris under ice machine and soda syrups.

Walk in cooler  exterior walls soiled.",2025-09-16,CHECKERS #660,ST PETERSBURG,241
6213118,1,2026-02-26,2026-02-26,0,0,0,1,0,0,1,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.

Interior of ice machine with black mold like substance located behind business.",2026-02-26,BOULEVARD BURGERS & TAP HOUSE,ST.PETE BEACH,78
6213120,1,2026-03-03,2026-03-03,0,0,0,0,0,0,0,"Basic - Unprotected ice machine in a customer/nonsecure area.
Outside behind bar",2026-03-03,RUDY'S SPORTS BAR,LARGO,73
6213145,1,2026-04-01,2026-04-01,0,0,0,0,0,1,0,Basic - Utensils in poor condition. Blue ice scoop used for large ice machine near bottom broken.,2026-04-01,LA TERESITA,PINELLAS PARK,44
6213158,1,2025-11-19,2025-11-19,1,0,0,1,0,0,1,Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin. **Repeat Violation**,2025-11-19,BLIND SHARK TAVERN,LARGO,177
6213208,1,2025-11-05,2025-11-05,0,0,1,1,0,0,1,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin. Observed mold like substance in ice machine, manager cleaned the ice machine. **Corrected On-Site**",2025-11-05,PETE & SHORTY'S,CLEARWATER,191
6213327,1,2026-03-24,2026-03-24,0,1,0,1,0,0,1,"Basic - Observed: Accumulation of black/green mold-like substance in the interior of the ice machine/bin. Black mold like substance on white
guard in ice machine, black debris on ice. Water dripping from black substance onto ice. See stop sale . **Warning**
Priority: Basic",2026-03-24,SMUGGLER'S ISLAND PUB,PALM HARBOR,52
6213359,1,2026-02-02,2026-02-02,0,0,0,1,0,0,1,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Ice chute of soda machine in dining area has accumulation of mold like substance.",2026-02-02,TACO BELL #029567,DUNEDIN,102
6213363,1,2026-03-10,2026-03-10,0,0,0,1,0,0,1,Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.,2026-03-10,DON CESAR - SOCIETY TABLE,ST.PETE BEACH,66
6213432,1,2025-09-02,2025-09-02,0,0,0,0,0,0,0,"Intermediate - Food-contact surface soiled with food debris, mold-like substance or slime.

Wall mounted magnetic knife holder in prep area soiled.

Drink nozzles at self service soda fountain soiled.

Interior of ice chute with mold-like substance or slime.",2025-09-02,SUBWAY 4633,ST PETERSBURG,255
6213454,1,2026-03-31,2026-03-31,0,0,1,1,0,0,1,Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin. Interior of ice machine soiled with black mold like debris. Employee cleaned area during inspection.  **Corrected On-Site**,2026-03-31,SEARED 1200 CHOPHOUSE,ST.PETE BEACH,45
6213531,1,2025-11-04,2025-11-04,0,0,0,0,0,0,1,Basic - Accumulation of brown substance in the interior of the ice machine/bin. Located in prep area.,2025-11-04,RED MESA,ST. PETERSBURG,192
6213591,1,2025-12-04,2025-12-04,0,2,1,0,0,0,0,"Basic - Employee beverage container on a food preparation table or over/next to clean equipment/utensils.
 Employee beverage on top of ice machine, operator moved to bottom shelf.
Employee Becca over drop in cooler on cook line, moved to shelf  **Corrected On-Site** **Warning**",2025-12-04,THE BAYOU CAFE,TARPON SPRINGS,162
6213618,2,2025-07-23,2025-09-25,0,1,0,2,0,0,3,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.

Interior of ice machine with black mold like substance and hair. **Warning**",2025-09-25,THREE BIRDS TAVERN,ST PETERSBURG,232
6213630,1,2025-09-04,2025-09-04,1,0,0,1,0,0,0,"Basic - Accumulation of black/grey mold-like substance in the interior of the ice chute and around nozzles in lobby.
 Around nozzles of ice machine **Repeat Violation**",2025-09-04,TACO BELL #17693,TARPON SPRINGS,253
6213641,1,2026-02-04,2026-02-04,0,0,1,0,0,0,0,"Basic - Ceiling tile missing.
Ceiling tile missing above ice machine in wait station.",2026-02-04,DUNEDIN CRICKETERS,DUNEDIN,100
6213665,1,2026-02-20,2026-02-20,1,1,0,1,0,0,0,"Intermediate - Food-contact surface soiled with food debris, mold-like substance or slime.
Cutting boards on cook line in front of steam table and reach in cooler near door is stained. 
Can opener blade soiled with black substance. 
Ice machine interior soiled. **Repeat Violation** **Warning**",2026-02-20,OUR PLACE,CLEARWATER,84
6213678,1,2026-02-18,2026-02-18,1,0,0,0,0,1,0,"Basic - Nonfood-contact surface soiled with grease, food debris, dirt, slime or dust.
Exterior of pizza ovens soiled.
Exterior of soap dispenser next to ice machine soiled
Hood filters soiled over cook line **Repeat Violation**",2026-02-18,NIAGARA TAP,LARGO,86
6213686,1,2026-02-04,2026-02-04,1,0,1,0,0,0,0,"Basic - Unprotected ice machine in a customer/nonsecure area.
Outside ice machine unlocked. Discussed with employee and ice machine was locked it.  **Corrected On-Site** **Repeat Violation**",2026-02-04,DOE DOES DINER,ST. PETERSBURG,100
6213777,1,2026-04-08,2026-04-08,0,0,1,1,0,1,0,Basic - Ice scoop handle in contact with ice in the bar area . Bartender relocated the ice scoop  **Corrected On-Site**,2026-04-08,OVERTIME,CLEARWATER,37
6213851,1,2025-07-17,2025-07-17,0,0,0,0,0,0,0,High Priority - Vacuum breaker missing at hose bibb or on fitting/splitter added to hose bibb at area housing the ice machine.,2025-07-17,THE DRUNKEN CLAM,ST.PETE BEACH,302
6213883,1,2025-10-10,2025-10-10,0,0,0,1,0,0,0,Basic - Accumulation of black mold-like substance in the interior of the ice machine.,2025-10-10,HABANA CAFE,GULFPORT,217
6213894,1,2025-09-23,2025-09-23,0,0,0,1,0,0,1,Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin. Next to dishwasher .,2025-09-23,FOXY'S CAFE,TREASURE ISLAND,234
6213902,2,2026-04-01,2026-04-02,2,2,0,0,0,0,0,Basic - - From initial inspection : Basic - Reuse of single-service or single-use  articles. Talenti ice cream container with holes in used as spice dispenser on cook line and 5 gallon sour cream buckets reused in walk in cooler.  **Repeat Violation** **Warning**     - From follow-up inspection 2026-04-02:  **Time Extended**,2026-04-02,ACROPOL FAMILY RESTAURANT,LARGO,43
6213903,1,2025-07-07,2025-07-07,0,0,0,1,0,0,1,Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.,2025-07-07,BEACH BIRDS BEACH BAR,CLEARWATER BEACH,312
6213920,2,2026-03-18,2026-03-25,0,0,2,0,0,0,0,"Basic - - From initial inspection : Basic - Dead roaches on premises.
8 dead roaches on floor near soda boxes
1 dead roach behind ice machine 
1 dead roach on pipe under dish machine 
1 dead roach under dry storage near walk in cooler 
Operator cleaned up roaches.  **Corrected On-Site**     - From follow-up inspection 2026-03-25:  **Time Extended**",2026-03-25,MY BAR SPORTS BAR AND GRILL,ST PETERSBURG,51
6213943,2,2025-12-19,2025-12-30,3,3,1,2,0,0,0,"Basic - - From initial inspection : Basic - Floor soiled/has accumulation of debris.
-floors throughout back kitchen and dish pit area are soiled with black mold like debris between the tiles  **Repeat Violation** **Warning**     - From follow-up inspection 2025-12-30:  **Time Extended**",2025-12-30,CICI'S PIZZA,KENNETH CITY,136
6213963,1,2025-09-26,2025-09-26,1,0,0,1,0,0,1,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Soda dispenser ice bin interior soiled with black mold like substance in bar.  **Repeat Violation**",2025-09-26,CEVICHE TAPAS BAR AND RESTAURANT,ST. PETERSBURG,231
6214001,1,2026-01-06,2026-01-06,0,0,0,0,0,0,0,"Basic - Ceiling tile missing.
Missing ceiling tile near ice machine in bar and above walk in refrigerator.",2026-01-06,STROKERS,PALM HARBOR,129
6214007,1,2026-01-05,2026-01-05,0,0,0,1,0,0,1,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Interior of outside ice machines has mold like substance.  Mold like substance not touching, on top of machine.",2026-01-05,OZONA BLUE GRILLING COMPANY,PALM HARBOR,130
6214049,1,2025-07-15,2025-07-15,0,0,0,1,0,0,1,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Bottom metal plate soiled inside larger ice machine.",2025-07-15,SHARKY'S SEA PUB,INDIAN SHORES,304
6214115,2,2025-09-02,2026-01-15,1,0,1,0,0,1,0,Basic - Unprotected ice machine in a customer/nonsecure area. Ice machine outside unprotected by unlocked gate. Operator closed gate. **Corrected On-Site** **Repeat Violation**,2026-01-15,COUNTRY PIZZA ITALIAN GRILL,CLEARWATER,120
6214146,1,2025-12-19,2025-12-19,1,0,0,1,0,0,1,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Interior of ice machine soiled with black mold like substance.  **Repeat Violation**",2025-12-19,NORTONS BAR & GRILL,DUNEDIN,147
6214173,1,2025-12-16,2025-12-16,0,0,0,0,0,0,0,"Basic - Unprotected ice machine in a customer/nonsecure area.
Outdoor ice machine in rear parking lot not secured when not in use",2025-12-16,PLUM TOMATO PIZZERIA,TARPON SPRINGS,150
6214315,2,2025-12-01,2026-04-08,1,2,1,2,0,0,1,"Intermediate - Handwash sink used for purposes other than handwashing.
-empty can being stored in hand wash sink near ice machine 
Operator removed **Corrected On-Site** **Warning**",2026-04-08,STIR FRY 88,ST. PETERSBURG,37
6214316,2,2025-11-13,2026-04-08,1,0,0,2,0,0,0,"Basic - Floor soiled/has accumulation of debris in walk in freezer.
Wall near 3 compartment sink has black mold-like substance. **Repeat Violation**",2026-04-08,CHICK-FIL-A TYRONE SQAURE MALL,ST. PETERSBURG,37
6214318,1,2026-01-15,2026-01-15,0,0,1,0,0,0,0,"Basic - Clean glasses, cups, bowls, plates, pots and pans not stored inverted or in a protected manner.
-ice bucket store upright above ice machine
Operator moved to 3 compartment sink sink to clean  **Corrected On-Site**",2026-01-15,CHARLEY'S PHILLY STEAKS,ST PETERSBURG,120
6214350,1,2026-03-04,2026-03-04,0,0,0,1,0,0,0,Basic - Accumulation of black  mold-like substance in the interior of the ice machine next to hand wash sink near dishwashing hand washing,2026-03-04,HIBACHI BUFFET SUSHI & GRILL,CLEARWATER,72
6214372,1,2026-03-24,2026-03-24,0,0,0,0,0,1,1,"Basic - In-use utensil in non-time/temperature control for safety food not stored with handle above top of food within a closed container.
Scoop handle in rice bin",2026-03-24,MAMAS KITCHEN,SEMINOLE,52
6214428,1,2025-10-31,2025-10-31,0,0,1,0,0,0,0,"Basic - Ceiling tile missing above ice machine, ice bucket and utensils being stored atop ice machine not protected without ceiling tile covering.",2025-10-31,TOMMY'S HIDEAWAY WOOD FIRED PIZZA  AND PUB,GULF PORT,196
6214429,1,2025-09-26,2025-09-26,2,0,0,2,0,2,0,"Basic - In-use ice scoop stored on soiled surface between uses.
Ice scoop stored on top of ice machine.",2025-09-26,SEMINOLE BLVD DINER,SEMINOLE,231
6214459,4,2025-07-07,2026-01-13,4,2,1,2,0,0,4,"High Priority - - From initial inspection : High Priority - Live, small flying insects found
12 live flies behind bar congregating around fly traps, landing on sinks and prep surfaces
1 live fly in kitchen under soda machine, not observed landing on food contact surface
4 live flies in dish pit area, near trash cans and under sink.
2 live flies in dry storage room near office 
2 live flies in hallway outside of office near exit
1 live fly near 3 comp sink next to ice machine
8 live flies in bin of onions in kitchen, onions are unpeeled, not yet ready to eat.
3 live flies near stand mixer in kitchen, not observed landing on food contact surfaces
Staff are in process of killing flies.  **Repeat Violation**     - From follow-up inspection 2026-01-13: 1 live fly behind bar
1 dead fly on deli reach in cooler on cook line. 
Operator killed and cleaned and sanitized areas.  **Time Extended** **Corrected On-Site**",2026-01-13,CARRABBA'S ITALIAN GRILL,ST. PETERSBURG,122
6214472,1,2025-10-31,2025-10-31,1,0,0,0,0,1,0,Basic - In-use utensil stored in standing water less than 135 degrees Fahrenheit. Rice scoop in 75F standing water **Repeat Violation**,2025-10-31,SUSHI KABUKI,SEMINOLE,196
6214537,1,2025-07-22,2025-07-22,0,0,0,1,0,0,0,"Basic - Nonfood-contact surface soiled with grease, food debris, dirt, slime or dust.

Interior gaskets of reach-in coolers on the cookline soiled with black mold-like substance. 

Speed racks in walk-in cooler soiled with old food debris.",2025-07-22,CALI ST PETE,ST. PETERSBURG,297
6214563,2,2025-10-22,2026-03-16,0,0,1,2,1,0,2,"Intermediate - Paper towel dispenser at handwash sink not working/unable to dispense paper towels.
Handsink across from ice machine across from back kitchen door.",2026-03-16,CRAFTY SQUIRREL,ST. PETERSBURG,60
6214588,3,2025-12-04,2026-02-09,3,3,0,3,0,0,3,"Basic - - From initial inspection : Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Interior soiled with black mold like substance.  **Repeat Violation** **Warning**     - From follow-up inspection 2025-12-15:  **Time Extended**     - From follow-up inspection 2026-02-09:  **Time Extended**",2026-02-09,PAULOS PIZZA AND SUBS INC,ST. PETERSBURG,95
6214606,1,2025-10-28,2025-10-28,1,0,0,1,0,0,2,Basic - Equipment in poor repair. Cracked ice bin slide lid at outside bar. **Repeat Violation**,2025-10-28,TOASTED MONKEY BEACH BAR AND GRILL,ST.PETE BEACH,199
6214625,1,2026-04-01,2026-04-01,0,0,1,1,0,0,0,Basic - Accumulation of black mold-like substance in the interior of the ice machine . Manager cleaned the interior of the ice machine  **Corrected On-Site**,2026-04-01,GORDITAS DON HUICHO,CLEARWATER,44
6214645,1,2026-02-24,2026-02-24,0,0,1,0,0,1,0,"Basic - In-use ice scoop for ice machine located outside not stored in a protected manner between uses.
Removed **Corrected On-Site**",2026-02-24,CONCH REPUBLIC GRILL AND RAW BAR,NORTH REDINGTON BEAC,80
6214727,1,2025-12-30,2025-12-30,0,0,1,0,0,1,0,"Basic - In-use utensil stored in standing water less than 135 degrees Fahrenheit.

Rice scoop in standing water less than 135F. Manager removed water and stored utensil dry. **Corrected On-Site**",2025-12-30,SPECIAL PHO,SAINT PETERSBURG,136
6214748,1,2025-12-02,2025-12-02,1,0,0,1,0,0,1,Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin. Located in kitchen. **Repeat Violation**,2025-12-02,RAIN JAPANESE AND SUSHI BAR,ST. PETERSBURG,164
6214772,1,2026-03-09,2026-03-09,2,0,1,0,0,1,0,"Basic - Unprotected ice machine in a customer/nonsecure area.
 **Repeat Violation**",2026-03-09,THE REEF,MADEIRA BEACH,67
6214795,2,2025-11-07,2025-11-13,0,0,0,2,0,0,2,"Basic - - From initial inspection : Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Outside bar ice bin interior soiled with black mold like substance. 
Outside ice machine interior soiled with black mold like substance.     - From follow-up inspection 2025-11-13:  **Time Extended**",2025-11-13,FRESCOS WATERFRONT BISTRO,ST. PETERSBURG,183
6214822,1,2025-07-25,2025-07-25,0,0,0,0,0,1,1,"Basic - Bowl or other container with no handle used to dispense food.

Handle broken on bowl used to scoop rice from white rice bin in the rear kitchen. Manager removed and replaced bowl.",2025-07-25,CHINA WOK MAXIMO INC,ST. PETERSBURG,294
6214827,1,2025-11-13,2025-11-13,1,0,0,0,0,0,1,"Basic - Accumulation of  mold-like substance in the interior of the ice machine/bin.
Accumulation of yellow slime like substance in ice machine. Water dripping from substance onto ice.  See stop sale**Repeat Violation** **Repeat Violation**",2025-11-13,DOMOISHI,PALM HARBOR,183
6214828,1,2026-02-10,2026-02-10,0,0,0,1,0,0,1,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Ice machine interior soiled with mold like substance.",2026-02-10,TUM RUB THAI,PALM HARBOR,94
6214838,2,2025-10-15,2026-03-30,0,2,0,2,0,0,2,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.

Ice machine located next to prep sink **Warning**",2026-03-30,ISLA DEL SOL YACHT - MAIN KITCHEN,ST. PETERSBURG,46
6214843,1,2025-07-14,2025-07-14,0,0,0,0,0,0,0,"Basic - Food stored in a location that is exposed to splash/dust.
Outside ice machine missing overhead coverage. Damaged during hurricanes.",2025-07-14,BACKWATERS,CLEARWATER,305
6214852,1,2025-12-19,2025-12-19,0,0,1,1,0,0,0,Basic - Accumulation of black/green mold-like substance in the interior of the ice machine and inside of door. Operator cleaned . **Corrected On-Site**,2025-12-19,TARPON SPRINGS YACHT CLUB,TARPON SPGS,147
6214870,1,2025-12-11,2025-12-11,0,1,0,0,0,0,0,"Basic - Floor area(s) covered with standing water.
Standing water on floor outside ice machine and walk in cooler. Standing water outside cooler in prep area. **Warning**",2025-12-11,POSITANO'S,PALM HARBOR,155
6214879,1,2025-07-07,2025-07-07,1,2,2,0,0,0,0,"Intermediate - Water with a temperature of least 85 degrees Fahrenheit not provided/shut off at employee handwash sink.
Hand sink next to ice machine, water temporarily shut off due to previous repairs, manager turns water on **Corrected On-Site** **Warning**",2025-07-07,THE BIG CATCH AT SALT CREEK,ST. PETERSBURG,312
6214903,1,2025-09-17,2025-09-17,0,0,0,1,1,0,0,"Intermediate - Food-contact surface soiled with food debris, mold-like substance or slime.
Reach in deli cooler cutting board stained. 
Soda dispenser ice chute soiled with pink and black mold like substance.",2025-09-17,AMC SUNDIAL 20,ST. PETERSBURG,240
6214908,1,2025-11-07,2025-11-07,0,0,0,1,0,0,1,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Interior heavily soiled with black mold like substance.",2025-11-07,CITY OF ST PETERSBURG COLISEUM,ST PETERSBURG,189
6214954,1,2025-11-04,2025-11-04,0,0,0,0,0,0,0,"High Priority - Sewage/wastewater backing up through floor drains in kitchen near dish machine. 
3 compartment sink in bar area drains through pipe into floor drain in kitchen near the dish machine. When bar 3 compartment sink is emptied it causes the floor drain the pipe leads to, as well as another floor drain nearby, to back up and flood the surrounding floor with sewage. The affected area contains their main 3 compartment sink, dish machine, hand wash sink for the cook line, and back door to access ice machine. 
Plumber arrived during the inspection.  **Admin Complaint**",2025-11-04,THE JOINT,ST. PETERSBURG,192
6214969,1,2026-02-03,2026-02-03,0,0,0,0,0,0,1,"Basic - Food storage container/container lid cracked or broken.
Ice bin cracked on ice machine .",2026-02-03,EINSTEIN BROS BAGELS 1288,PALM HARBOR,101
6214972,1,2025-09-10,2025-09-10,1,0,0,0,0,0,0,"Intermediate - Food-contact surface soiled with food debris, mold-like substance or slime.ice dispenser on soda machine soiled **Repeat Violation**",2025-09-10,EINSTEIN BROS BAGELS 1219,SEMINOLE,247
6214974,2,2025-10-01,2026-04-07,1,0,0,2,0,0,0,"Basic - Nonfood-contact surface soiled with grease, food debris, dirt, slime or dust.
Gaskets on reach in deli cooler soiled with black mold like substance. **Repeat Violation**",2026-04-07,NOVU AT PONCE,ST. PETERSBURG,38
6215008,2,2025-10-13,2025-12-17,0,4,0,2,0,0,2,Basic - - From initial inspection : Basic - Accumulation of black/green mold-like substance in the interior flap of the ice machine. Observed in two ice machine in outside mop sink area.  **Warning**     - From follow-up inspection 2025-12-17:  **Time Extended**,2025-12-17,JACK WILLIE'S BAR GRILL & TIKI,OLDSMAR,149
6215022,1,2026-01-13,2026-01-13,1,0,0,0,0,1,1,"Basic - Reuse of single-service or single-use  articles.
Metal sauce containers reused as scoops in rice bins **Repeat Violation**",2026-01-13,NEW HONG KONG LARGO INC,LARGO,122
6215027,1,2025-07-31,2025-07-31,0,0,1,0,0,1,0,Basic - Ice scoop  no handle in contact with ice. 3rd floor. **Corrected On-Site**,2025-07-31,CRABBY'S DOCKSIDE,CLEARWATER BEACH,288
6215127,1,2025-11-03,2025-11-03,0,0,0,0,0,0,1,Basic - Bowl or other container with no handle used to dispense food. Plastic bowl in rice bin,2025-11-03,CHINA KING,SEMINOLE,193
6215133,2,2025-08-05,2025-10-16,1,0,0,2,0,0,2,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.

Ice machine located in front of produce walk-in cooler  **Repeat Violation**",2025-10-16,KRISTINA'S CAFE,ST PETERSBURG,211
6215142,2,2025-10-14,2026-02-17,1,0,0,2,0,0,2,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Interior soiled with yellow substance.  **Repeat Violation**",2026-02-17,MIO'S GRILL AND CAFE,ST. PETERSBURG,87
6215171,1,2025-12-09,2025-12-09,0,0,0,1,1,0,1,Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin. Observed a pink slime inside ice machine bin at time of inspection.,2025-12-09,BONEFISH GRILL #7003,CLEARWATER,157
6215180,1,2025-07-30,2025-07-30,0,0,1,1,0,1,1,"Basic - Nonfood-contact surface soiled with grease, food debris, dirt, slime or dust.

Gaskets in reach-in coolers across from cook-line soiled with black mold like substance.",2025-07-30,CRACKER BARREL #481,ST. PETERSBURG,289
6215189,1,2026-02-20,2026-02-20,0,0,1,0,0,0,0,Intermediate - Food-contact surface soiled with food debris. Juice dispenser nozzle area soiled. Employee cleaned area  **Corrected On-Site**,2026-02-20,FAIRFIELD INN & SUITES,CLEARWATER,84
6215212,1,2026-01-28,2026-01-28,0,0,0,0,0,1,1,"Basic - In-use utensil in non-time/temperature control for safety food not stored with handle above top of food within a closed container.
Scoop handle in rice bin",2026-01-28,I THAI AND SUSHI,LARGO,107
6215214,1,2025-07-09,2025-07-09,0,1,0,1,0,0,1,"Basic - - From initial inspection : Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Side walls of ice machine behind bar. **Warning**     - From follow-up inspection 2025-06-25: No onsite inspection. Violations time extended and will be check at callback inspection due on 7/2/25. **Time Extended**     - From follow-up inspection 2025-07-09: Sides of the dish machine have been cleaned. There are a few areas observed that had mold like substances in the corner. Discussed with owner. **Time Extended** **Corrective Action Taken**",2025-07-09,MASSIMO'S,PALM HARBOR,310
6215243,3,2025-09-09,2026-01-28,0,0,0,4,2,0,3,"Basic - - From initial inspection : Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Interior soiled with black and pink mold like substance.     - From follow-up inspection 2026-01-28:",2026-01-28,TOP SLICE,ST. PETERSBURG,107
6215248,2,2025-12-29,2026-04-07,1,0,1,1,0,1,2,"Intermediate - Food-contact surface soiled with food debris, mold-like substance or slime. 
Can opener blade accumulated with food debris. 
Plastic interior plate of ice machine accumulated with with brown substance.",2026-04-07,CARMELITAS MEXICAN RESTAURANT,LARGO,38
6215281,1,2025-10-02,2025-10-02,0,0,0,1,0,0,1,Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.,2025-10-02,RIDE 'EM COWBOY,ST. PETERSBURG,225
6215288,2,2025-10-02,2026-04-01,1,1,1,1,0,1,2,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.

Interior of ice machines at front bar with mold like substance. **Warning**",2026-04-01,THE DECK BAR & GRILLE,ST. PETERSBURG,44
6215360,1,2025-09-16,2025-09-16,1,0,0,0,0,1,0,"Basic - Ice scoop handle in contact with ice.
Behind bar **Repeat Violation**",2025-09-16,PIRATES PUB-N-GRUB,MADEIRA BEACH,241
6215369,1,2026-01-21,2026-01-21,0,0,0,0,0,1,0,Basic - In-use utensil ( rice scoop)  stored in standing water less than 135 degrees Fahrenheit - Water at 97 F in food prep area near walk in cooler . Manager removed rice scoop from water  **Corrective Action Taken**,2026-01-21,CHIANG MAI,CLEARWATER,114
6215389,1,2025-10-29,2025-10-29,0,0,0,1,0,0,1,Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin. Located in dry-storage area.,2025-10-29,SEA WORTHY FISH BAR,TIERRA VERDE,198
6215428,1,2025-12-18,2025-12-18,0,0,0,0,0,0,0,"Intermediate - Food-contact surface soiled with food debris, mold-like substance or slime.
Interior of ice machine soiled with slime on soda machine.",2025-12-18,MARGUERITE'S CAFE & CATERING,DUNEDIN,148
6215429,2,2025-08-14,2025-09-29,1,0,0,2,0,0,2,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Ice bin soiled with black mold like substance of Soda machine dispenser in front counter.  **Repeat Violation**",2025-09-29,TIJUANA FLATS BURRITO COMPANY,ST PETERSBURG,228
6215437,1,2025-10-28,2025-10-28,0,0,1,0,0,1,0,"Basic - In-use ice scoop stored on soiled surface between uses.
Ice scoops stored on top of ice machine. Operator cleaned and sanitized scoops and is now storing them in a container on top of ice machine.  **Corrected On-Site**",2025-10-28,MADEMOISELLE PARIS,GULFPORT,199
6215445,1,2025-10-21,2025-10-21,0,0,0,1,0,0,1,Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.,2025-10-21,THE AGING STILL,LARGO,206
6215531,1,2026-01-21,2026-01-21,0,0,1,0,0,1,0,Basic - In-use ice scoop stored on soiled surface between uses. Operator placed ice scoop in bucket. **Corrected On-Site**,2026-01-21,RIZO'S CUISINE,LARGO,114
6215533,2,2025-09-04,2025-09-04,0,0,0,2,0,0,0,"Intermediate - - From initial inspection : Intermediate - Food-contact surface soiled with food debris, mold-like substance or slime.
 Cutting board at lift top cooler on cook line 
 White drop plate in ice machine soiled with black substance     - From follow-up inspection 2025-09-04:  **Time Extended**",2025-09-04,RODIE'S RESTAURANT & PANCAKE HOUSE,TARPON SPRINGS,253
6215549,1,2025-10-14,2025-10-14,0,1,1,1,0,0,1,Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin. Observed brown staining in interior of ice machine next to soda machine. Manager cleaned ice machine.  **Corrected On-Site** **Warning**,2025-10-14,JOES DELI AND GRILL,CLEARWATER,213
6215566,1,2025-09-15,2025-09-15,0,0,0,1,1,0,1,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Interior soiled with pink mold like substance.",2025-09-15,HAMPTON INN &SUITES,ST. PETERSBURG,242
6215622,1,2026-02-05,2026-02-05,0,1,0,1,0,0,1,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Interior of ice machine has accumulation of mold like substance. **Warning**",2026-02-05,MR LC SUSHI HIBACHI & ASIAN BISTRO,DUNEDIN,99
6215624,2,2025-07-01,2026-03-31,1,0,0,1,0,0,0,Basic - Equipment in poor repair. Broken areas of drop plate in the interior of the ice machine,2026-03-31,GLAZ'D DONUTS 401,CLEARWATER,45
