visit_id,business_name,city,inspection_date,inspection_type,violation_code,observation,ice_machine_mention,ice_keyword_found,license_number,license_id
13555633,ATHENS RESTAURANT,SAFETY HARBOR,03/25/2026,Routine - Food,08B-12-5,"Basic - Stored food not covered.
Bacon in reach in cooler removed from its box and stored without being covered or protected.",NO,,6200165,8917203
13555633,ATHENS RESTAURANT,SAFETY HARBOR,03/25/2026,Routine - Food,02D-01-5,"Basic - Working containers of food removed from original container not identified by common name.
Squeeze bottles on cook line containing foods removed from their original container original container not labeled with common name. Discussed the need to label all food removed from the original container. **Repeat Violation**",NO,,6200165,8917203
13555633,ATHENS RESTAURANT,SAFETY HARBOR,03/25/2026,Routine - Food,50-17-3,High Priority - Operating with an expired Division of Hotels and Restaurants license.,NO,,6200165,8917203
13555633,ATHENS RESTAURANT,SAFETY HARBOR,03/25/2026,Routine - Food,08A-04-5,"High Priority - Raw animal food stored over or with unwashed produce.
Raw eggs stored over unwashed celery. Operator moved the raw eggs to gain compliance",NO,,6200165,8917203
13555633,ATHENS RESTAURANT,SAFETY HARBOR,03/25/2026,Routine - Food,22-02-4,"Intermediate - Food-contact surface soiled with food debris, mold-like substance or slime.
Can opener",NO,,6200165,8917203
13555633,ATHENS RESTAURANT,SAFETY HARBOR,03/25/2026,Routine - Food,41-04-4,"Intermediate - Toxic substance/chemical on premise that is not required for the operation of establishment.
Paint stored in storage room near rest rooms near soda, dishes",NO,,6200165,8917203
10903720,TEDS LUNCHEONETTE,LARGO,08/26/2025,Routine - Food,14-69-4,Basic - Ice buildup in reach-in freezer. Chest freezer. **Repeat Violation**,NO,,6200182,2233978
10903720,TEDS LUNCHEONETTE,LARGO,08/26/2025,Routine - Food,22-02-4,"Intermediate - Food-contact surface soiled with food debris, mold-like substance or slime.
Can opener blade.",NO,,6200182,2233978
10903720,TEDS LUNCHEONETTE,LARGO,08/26/2025,Routine - Food,02C-02-5,"Intermediate - Ready-to-eat, time/temperature control for safety food prepared onsite and held more than 24 hours not properly date marked.
Cooked roast beef.",NO,,6200182,2233978
13504809,TEDS LUNCHEONETTE,LARGO,02/10/2026,Routine - Food,12A-27-4,High Priority - Employee cracked raw shell eggs and then handled ready-to-eat food and/or clean equipment or utensils without washing hands.,NO,,6200182,2233978
13504809,TEDS LUNCHEONETTE,LARGO,02/10/2026,Routine - Food,22-02-4,"Intermediate - Food-contact surface soiled with food debris, mold-like substance or slime.
Slicer. **Repeat Violation**",NO,,6200182,2233978
13620502,CRABBY'S BEACHSIDE PAVILION,CLEARWATER,04/07/2026,Routine - Food,29-08-4,Basic - Drain for coffee not secured in dump sink.,NO,,6200230,9859406
13620502,CRABBY'S BEACHSIDE PAVILION,CLEARWATER,04/07/2026,Routine - Food,40-06-5,"Basic - Employee personal items stored in or above a food preparation area, food, clean equipment and utensils, or single-service items. 
Backpacks stored on soda boxes. **Corrective Action Taken**",NO,,6200230,9859406
13620502,CRABBY'S BEACHSIDE PAVILION,CLEARWATER,04/07/2026,Routine - Food,22-02-4,"Intermediate - Food-contact surface soiled with food debris, mold-like substance or slime.
Soda gun nozzles at bar soiled. **Corrected On-Site**",NO,,6200230,9859406
13620502,CRABBY'S BEACHSIDE PAVILION,CLEARWATER,04/07/2026,Routine - Food,16-62-1,Intermediate - No measuring device available for measuring utensil surface temperature when using hot water as sanitizer in a dishmachine.,NO,,6200230,9859406
10897247,PALM PAVILION,CLEARWATER BCH,10/14/2025,Routine - Food,14-01-5,Basic - Bowl or other container with no handle used to dispense food. Bowl no handle in salsa used for portioning. **Corrected On-Site**,NO,,6200230,2233995
10897247,PALM PAVILION,CLEARWATER BCH,10/14/2025,Routine - Food,36-34-5,"Basic - Ceiling/ceiling tiles/vents soiled with accumulated food debris, grease, dust, or mold-like substance.
Kitchen area.",NO,,6200230,2233995
10897247,PALM PAVILION,CLEARWATER BCH,10/14/2025,Routine - Food,14-69-4,Basic - Ice buildup in walk-in freezer. **Repeat Violation**,NO,,6200230,2233995
10897247,PALM PAVILION,CLEARWATER BCH,10/14/2025,Routine - Food,10-17-4,"Basic - In-use knife/knives stored in cracks between pieces of equipment.
Alley. **Corrected On-Site**",NO,,6200230,2233995
10897247,PALM PAVILION,CLEARWATER BCH,10/14/2025,Routine - Food,31B-04-4,"Basic - No handwashing sign provided at a hand sink used by food employees.
Service area.",NO,,6200230,2233995
10897247,PALM PAVILION,CLEARWATER BCH,10/14/2025,Routine - Food,21-07-4,"Basic - Wiping cloth chlorine sanitizing solution not at proper minimum strength. 0 ppm, container not correct, correct chemical added to correct dispenser. **Corrected On-Site**",NO,,6200230,2233995
10897247,PALM PAVILION,CLEARWATER BCH,10/14/2025,Routine - Food,03B-01-6,"High Priority - Time/temperature control for safety food, other than whole meat roast, hot held at less than 135 degrees Fahrenheit. , cooked chicken 101f, cooked rice 78f, found in warmer that is not working correctly.  Items moved back to steamer for quick reheat. **Corrective Action Taken**",NO,,6200230,2233995
10897247,PALM PAVILION,CLEARWATER BCH,10/14/2025,Routine - Food,22-02-4,"Intermediate - Food-contact surface soiled with food debris, mold-like substance or slime.
Can opener blade.
Slicer.
Soda nozzles.",NO,,6200230,2233995
10897247,PALM PAVILION,CLEARWATER BCH,10/14/2025,Routine - Food,31B-02-4,"Intermediate - No paper towels or mechanical hand drying device provided at handwash sink.
Both holders in back kitchen area. **Corrected On-Site**",NO,,6200230,2233995
10907986,ROYAL PALM ROOM,ST.PETE BEACH,10/20/2025,Routine - Food,14-69-4,Basic - Ice buildup in walk-in freezer.,NO,,6200234,8635466
10907986,ROYAL PALM ROOM,ST.PETE BEACH,10/20/2025,Routine - Food,22-02-4,"Intermediate - Food-contact surface soiled with food debris, mold-like substance or slime.
Mixer and guard.",NO,,6200234,8635466
10922376,ARBY'S #47,ST PETERSBURG,10/29/2025,Routine - Food,36-73-4,Basic - Floor soiled/has accumulation of debris underneath dry station. **Repeat Violation**,NO,,6200241,2234002
10922376,ARBY'S #47,ST PETERSBURG,10/29/2025,Routine - Food,36-17-5,Basic - Floor tiles missing and/or in disrepair at mop sink,NO,,6200241,2234002
10922376,ARBY'S #47,ST PETERSBURG,10/29/2025,Routine - Food,14-69-4,"Basic - Ice buildup in reach-in freezer and/or walk-in freezer.

Ice buildup up in walk-in freezer",NO,,6200241,2234002
10922376,ARBY'S #47,ST PETERSBURG,10/29/2025,Routine - Food,22-08-4,"Basic - Interior of oven/microwave has accumulation of black substance/grease/food debris.

Interior of Cadco Bakerlux  oven soiled in rear prep area. **Repeat Violation**",NO,,6200241,2234002
10922376,ARBY'S #47,ST PETERSBURG,10/29/2025,Routine - Food,23-03-4,"Basic - Nonfood-contact surface soiled with grease, food debris, dirt, slime or dust.

Gaskets soiled on reach-in cooler on line **Repeat Violation**",NO,,6200241,2234002
10922376,ARBY'S #47,ST PETERSBURG,10/29/2025,Routine - Food,29-34-4,High Priority - Vacuum breaker missing at hose bibb or on fitting/splitter added to hose bibb at mop sink.,NO,,6200241,2234002
13541021,THEE LIBERTY GRILL,CLEARWATER,10/09/2025,Food-Licensing Inspection,36-24-5,"Basic - -Hole in or other damage to wall by hot water heater 
-Ceiling tile missing.above walk in cooler",NO,,6200341,9755028
13541021,THEE LIBERTY GRILL,CLEARWATER,10/09/2025,Food-Licensing Inspection,14-11-5,"Basic - Equipment in poor repair. Torn gaskets on reach in cooler, drawers at cook line and front expo area  . Reviewed with manager",NO,,6200341,9755028
13541021,THEE LIBERTY GRILL,CLEARWATER,10/09/2025,Food-Licensing Inspection,14-69-4,Basic - Ice buildup in  walk-in freezer. Service scheduled per manager,NO,,6200341,9755028
13541021,THEE LIBERTY GRILL,CLEARWATER,10/09/2025,Food-Licensing Inspection,21-04-4,Basic - In-use wet wiping cloth/towel used under cutting board. Reviewed with manager . Wet towel removed from under cutting board .  **Corrected On-Site**,NO,,6200341,9755028
13541021,THEE LIBERTY GRILL,CLEARWATER,10/09/2025,Food-Licensing Inspection,23-03-4,"Basic - Nonfood-contact surface soiled with grease, food debris, dirt, slime or dust.
- soiled gaskets on cooler at cook line opposite grill . Employee cleaned gaskets  **Corrected On-Site**",NO,,6200341,9755028
13541021,THEE LIBERTY GRILL,CLEARWATER,10/09/2025,Food-Licensing Inspection,22-16-4,Basic - Reach-in cooler interior/shelves have accumulation of soil residues at cook line . Employee cleaned reach in cooler **Corrected On-Site**,NO,,6200341,9755028
13541021,THEE LIBERTY GRILL,CLEARWATER,10/09/2025,Food-Licensing Inspection,22-41-4,High Priority - Dishmachine chlorine sanitizer not at proper minimum strength. Discontinue use of dishmachine for sanitizing and set up manual sanitization until dishmachine is repaired and sanitizing properly. Dish machine run three times 0 ppm . Manager set up the triple sink and scheduled for service this day,NO,,6200341,9755028
13541021,THEE LIBERTY GRILL,CLEARWATER,10/09/2025,Food-Licensing Inspection,50-08-7,"High Priority - Establishment operating without a license from the Division of Hotels and Restaurants. Operator must obtain a public food service license from the Division of Hotels and Restaurants within 60 days. Submit a license application and payment to DBPR/Bureau of Central Intake Unit, 2601 Blair Stone Rd., Tallahassee, FL 32399-0783. To apply online or obtain an application for license visit https://www2.myfloridalicense.com/hotels-restaurants/",NO,,6200341,9755028
13541021,THEE LIBERTY GRILL,CLEARWATER,10/09/2025,Food-Licensing Inspection,35A-05-4,"High Priority - Roach activity present as evidenced by live roaches found.
-1 dead roach on underside on service window . Employee removed roach and cleaned area 
- 1 dead roach on ceiling tile in office . Employee removed roach  **Corrective Action Taken**",NO,,6200341,9755028
13541021,THEE LIBERTY GRILL,CLEARWATER,10/09/2025,Food-Licensing Inspection,35A-04-4,"High Priority - Rodent activity present as evidenced by rodent droppings found.
- 1 rodent droppings on top of hot water heater in dry storage area 
- 1 rodent dropping on wall wood near hot water heater 2 rodent droppings on shelf in dry storage area . 
Employee removed rodent droppings and cleaned area  
-1 rodent dropping on floor in the office . Employee removed rodent dropping and cleaned area **Corrective Action Taken**",NO,,6200341,9755028
13541021,THEE LIBERTY GRILL,CLEARWATER,10/09/2025,Food-Licensing Inspection,02B-04-5,Intermediate - Menu contains an item made with a raw/undercooked animal food as an ingredient and description of item ( Eggs Benedict -poached eggs) does not inform consumer of raw/undercooked animal food ingredient. Manager added asterisk to food item and consumer advisory  **Corrected On-Site**,NO,,6200341,9755028
13541021,THEE LIBERTY GRILL,CLEARWATER,10/09/2025,Food-Licensing Inspection,16-37-1,Intermediate - No chemical test kit provided when using sanitizer at three-compartment sink/warewashing machine or wiping cloths.,NO,,6200341,9755028
10938298,BON APPETIT RESTAURANT,DUNEDIN,12/16/2025,Routine - Food,35A-06-4,"Basic - Accumulation of dead or trapped birds, insects, rodents, or other pests, in control devices.
Hanging on wall near hand sink of kitchen entrance, multiple dead trapped insects in control device sticky liner. Chef removed item.  **Corrected On-Site**",NO,,6200358,8662794
10938298,BON APPETIT RESTAURANT,DUNEDIN,12/16/2025,Routine - Food,50-09-4,"Basic - Current Hotel and Restaurant license not displayed.
Person in charge provided current printed license to be observed.  **Corrected On-Site**",NO,,6200358,8662794
10938298,BON APPETIT RESTAURANT,DUNEDIN,12/16/2025,Routine - Food,14-09-4,"Basic - Cutting board has cut marks and is no longer cleanable.
Grooved cutting board on reach in deli coolers on cook line.",NO,,6200358,8662794
10938298,BON APPETIT RESTAURANT,DUNEDIN,12/16/2025,Routine - Food,01B-01-4,"High Priority - Dented/rusted cans present. See stop sale.
2- 6 Lb 6 oz dented can of roasted red peppers. 
1- 8 Lb dented can of Concord Grape Jelly.",NO,,6200358,8662794
10938298,BON APPETIT RESTAURANT,DUNEDIN,12/16/2025,Routine - Food,22-43-4,"High Priority - Quaternary ammonium sanitizer not at proper minimum strength for manual warewashing. Do not use equipment/utensils not properly sanitized.
Three compartment sink quaternary sanitizer testing at 0 PPM. Quaternary chemical dispenser not dispensing chemical through the line. Air bubbles observed in line. Discussed with chef on duty. Employee manually set up chlorine sanitizer testing at 50 PPM at three compartment sink.   **Corrected On-Site** **Repeat Violation**",NO,,6200358,8662794
10938298,BON APPETIT RESTAURANT,DUNEDIN,12/16/2025,Routine - Food,01C-03-4,"Intermediate - Clam/mussel/oyster tags not marked with last date served.
Observed dates missing in some oyster tags. Discussed with chef on duty.",NO,,6200358,8662794
10938298,BON APPETIT RESTAURANT,DUNEDIN,12/16/2025,Routine - Food,22-02-4,"Intermediate - Food-contact surface soiled with food debris, mold-like substance or slime.
Stained cutting board on reach in deli coolers on cook line.",NO,,6200358,8662794
10938298,BON APPETIT RESTAURANT,DUNEDIN,12/16/2025,Routine - Food,16-37-1,"Intermediate - No chemical test kit provided when using sanitizer at three-compartment sink/warewashing machine or wiping cloths.
Quaternary test kit was previously wet and now dried and no longer usable.",NO,,6200358,8662794
10938298,BON APPETIT RESTAURANT,DUNEDIN,12/16/2025,Routine - Food,16-62-1,Intermediate - No measuring device available for measuring utensil surface temperature when using hot water as sanitizer in a dishmachine.,NO,,6200358,8662794
13641521,BON APPETIT RESTAURANT,DUNEDIN,02/26/2026,Complaint Full,24-05-4,"Basic - Observed: Clean glasses, cups, bowls, plates, pots and pans not stored inverted or in a protected manner.
Ice buckets not inverted in kitchen
Priority: Basic",NO,,6200358,8662794
13641521,BON APPETIT RESTAURANT,DUNEDIN,02/26/2026,Complaint Full,06-09-1,"Basic - Observed: Commercially processed reduced oxygen packaged fish bearing a label indicating that it is to remain frozen until time of use
no longer frozen and not removed from reduced oxygen package.
30lbs of grouper thawed in bag under water. Bag states to not thaw in bag.
Priority: Basic",NO,,6200358,8662794
13641521,BON APPETIT RESTAURANT,DUNEDIN,02/26/2026,Complaint Full,14-09-4,"Basic - Observed: Cutting board has cut marks and is no longer cleanable.
Cutting boards grooved in kitchen
Priority: Basic",NO,,6200358,8662794
13641521,BON APPETIT RESTAURANT,DUNEDIN,02/26/2026,Complaint Full,35A-03-4,"Basic - Observed: Dead roaches on premises.
1 dead roach on shelf in dry storage near mustard container.
1 dead roach sticking out from wall in dry storage.
Operator removed roaches and cleaned and sanitized areas. **Corrected On-Site**
Priority: Basic",NO,,6200358,8662794
13641521,BON APPETIT RESTAURANT,DUNEDIN,02/26/2026,Complaint Full,12B-12-5,"Basic - Observed: Employee drinking from an unenclosed beverage container in a food preparation/clean dishware area and the container
does not have a dispensing mechanism to prevent hand contact with lip contact area of drink container.
Employee drinking from open cup of water in dishwasher station.
Priority: Basic",NO,,6200358,8662794
13641521,BON APPETIT RESTAURANT,DUNEDIN,02/26/2026,Complaint Full,13-07-4,"Basic - Observed: Employee wearing jewelry other than a plain ring on their hands/arms while preparing food.
Employees wearing watches and bracelets on the cook line.
Priority: Basic",NO,,6200358,8662794
13641521,BON APPETIT RESTAURANT,DUNEDIN,02/26/2026,Complaint Full,24-08-4,"Basic - Observed: Equipment and utensils not properly air-dried - wet nesting.
Wet nesting containers in ware washing area.
Priority: Basic",NO,,6200358,8662794
13641521,BON APPETIT RESTAURANT,DUNEDIN,02/26/2026,Complaint Full,08B-38-4,"Basic - Observed: Food stored on floor.
Frozen sausages stored in floor under shelf in walk in freezer. Operator moved sausages to proper area. **Corrected On-Site**
Priority: Basic",NO,,6200358,8662794
13641521,BON APPETIT RESTAURANT,DUNEDIN,02/26/2026,Complaint Full,22-02-4,"Intermediate - Observed: Food-contact surface soiled with food debris, mold-like substance or slime.
Can opener blade soiled with debris
Priority: Intermediate",NO,,6200358,8662794
13641521,BON APPETIT RESTAURANT,DUNEDIN,02/26/2026,Complaint Full,14-69-4,"Basic - Observed: Ice buildup in reach-in freezer and/or walk-in freezer.
Ice buildup in walk in freezer.
Priority: Basic",NO,,6200358,8662794
13641521,BON APPETIT RESTAURANT,DUNEDIN,02/26/2026,Complaint Full,33-16-4,"Basic - Observed: Open dumpster lid.
Lid open at dumpster operator closed dumpster lid. **Corrected On-Site**
Priority: Basic",NO,,6200358,8662794
13641521,BON APPETIT RESTAURANT,DUNEDIN,02/26/2026,Complaint Full,14-33-4,"Basic - Observed: Reach-in cooler shelves with rust that has pitted the surface.
Shelves of reach in cooler in kitchen has rust pitted to the surface.
Priority: Basic",NO,,6200358,8662794
13641521,BON APPETIT RESTAURANT,DUNEDIN,02/26/2026,Complaint Full,35A-23-4,"High Priority - Observed: Roach excrement and/or droppings present.
13 roach droppings in dry storage by mustard container.
Operator removed roach droppings and cleaned and sanitized areas. **Corrected On-Site**
Priority: High Priority",NO,,6200358,8662794
13641521,BON APPETIT RESTAURANT,DUNEDIN,02/26/2026,Complaint Full,01B-03-5,"High Priority - Observed: Stop Sale issued due to adulteration of food product.
30lbs of grouper thawed in bag under water. Bag states to not thaw in bag.
Priority: High Priority",NO,,6200358,8662794
13641521,BON APPETIT RESTAURANT,DUNEDIN,02/26/2026,Complaint Full,01B-02-5,"High Priority - Observed: Stop Sale issued on time/temperature control for safety food due to temperature abuse.
the following foods were brought out of refrigerator at 11am and moved to reach in cooler on cook line. 2lbs of tomatoes (50F - Cold Holding);
1lb of cut cooked potatoes (50F - Cold Holding); 3lbs of clams (51F - Cold holding) 1lb of shredded cheese (59F - Cold Holding)
Priority: High Priority",NO,,6200358,8662794
13641521,BON APPETIT RESTAURANT,DUNEDIN,02/26/2026,Complaint Full,03A-02-5,"High Priority - Observed: Time/temperature control for safety food cold held at greater than 41 degrees Fahrenheit.
All foods moved to reach in cooler at 11am sliced tomatoes (50F - Cold Holding); cut cooked potatoes (50F - Cold Holding); butter (48F - Cold
Holding); clams (51F - Cold Holding); longonsteen (47F - Cold Holding); shredded cheese (59F - Cold Holding); octopus (48F - Cold Holding)
Priority: High Priority",NO,,6200358,8662794
13641521,BON APPETIT RESTAURANT,DUNEDIN,02/26/2026,Complaint Full,02D-01-5,"Basic - Observed: Working containers of food removed from original container not identified by common name.
Squeeze bottles of oil and sauces unlabeled on cook line. Bottles on cook line have been labeled, **Corrected On-Site**
Priority: Basic",NO,,6200358,8662794
13585571,SNAPPERS SEA GRILL,ST.PETE BEACH,03/31/2026,Routine - Food,22-20-5,Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin. Ice machine interior soiled with black mold like debris. Employee cleaned area during inspection.   **Corrected On-Site**,YES,ice machine,6200362,2234049
13585571,SNAPPERS SEA GRILL,ST.PETE BEACH,03/31/2026,Routine - Food,14-09-4,Basic - Cutting board has cut marks and is no longer cleanable. Grooved cutting boards in prep room.,NO,,6200362,2234049
13585571,SNAPPERS SEA GRILL,ST.PETE BEACH,03/31/2026,Routine - Food,40-06-5,"Basic - Employee personal items stored in or above a food preparation area, food, clean equipment and utensils, or single-service items. Employee keys on cutting board. Employee removed keys.  **Corrected On-Site**",NO,,6200362,2234049
13585571,SNAPPERS SEA GRILL,ST.PETE BEACH,03/31/2026,Routine - Food,22-08-4,Basic - Interior of oven/microwave has accumulation of black substance/grease/food debris.interior of oven soiled with food debris.,NO,,6200362,2234049
13585571,SNAPPERS SEA GRILL,ST.PETE BEACH,03/31/2026,Routine - Food,22-02-4,"Intermediate - Food-contact surface soiled with food debris, mold-like substance or slime.  Can opener soiled with food debris in prep room.",NO,,6200362,2234049
13585571,SNAPPERS SEA GRILL,ST.PETE BEACH,03/31/2026,Routine - Food,31A-09-4,Intermediate - Handwash sink not accessible for employee use at all times. Bucket of water blocking hand sink in kitchen on cook line. Employee removed bucket.  **Corrected On-Site**,NO,,6200362,2234049
10879014,EL CAP INC,ST PETERSBURG,01/23/2026,Routine - Food,36-73-4,"Basic - Floor soiled/has accumulation of debris.

Floor soiled under fryers in main kitchen with accumulation of grease and debris.",NO,,6200367,7465977
10879014,EL CAP INC,ST PETERSBURG,01/23/2026,Routine - Food,23-03-4,"Basic - Nonfood-contact surface soiled with grease, food debris, dirt, slime or dust.

Sides of equipment at main kitchen fryer soiled with excessive grease. **Repeat Violation**",NO,,6200367,7465977
10879014,EL CAP INC,ST PETERSBURG,01/23/2026,Routine - Food,01B-01-4,"High Priority - Dented/rusted cans present. See stop sale.

(1) 10 can spaghetti sauce",NO,,6200367,7465977
10879014,EL CAP INC,ST PETERSBURG,01/23/2026,Routine - Food,22-02-4,"Intermediate - Food-contact surface soiled with food debris, mold-like substance or slime.

Table mounted can opener in rear prep kitchen soiled and requires cleaning or replacement. **Repeat Violation**",NO,,6200367,7465977
10879014,EL CAP INC,ST PETERSBURG,01/23/2026,Routine - Food,41-17-4,"Intermediate - Spray bottle containing toxic substance not labeled.

Unlabeled spray bottle at wait station with blue liquid. Employee labeled. **Corrected On-Site**",NO,,6200367,7465977
13506975,EL CAP INC,ST PETERSBURG,09/02/2025,Complaint Full,23-24-4,"Basic - Buildup of food debris/soil residue on equipment door handles.

Door handle to reach-in freezer in North kitchen soiled.",NO,,6200367,7465977
13506975,EL CAP INC,ST PETERSBURG,09/02/2025,Complaint Full,40-06-5,"Basic - Employee personal items stored in or above a food preparation area, food, clean equipment and utensils, or single-service items.

Employee cellphone stored above prep table in North Kitchen",NO,,6200367,7465977
13506975,EL CAP INC,ST PETERSBURG,09/02/2025,Complaint Full,24-08-4,"Basic - Equipment and utensils not properly air-dried - wet nesting.

Metal sheet pans above dish machine observed stored wet.",NO,,6200367,7465977
13506975,EL CAP INC,ST PETERSBURG,09/02/2025,Complaint Full,08B-38-4,"Basic - Food stored on floor.

Cooked chili and bag of onions stored on floor in walk-in cooler. Manager relocated items.",NO,,6200367,7465977
13506975,EL CAP INC,ST PETERSBURG,09/02/2025,Complaint Full,23-03-4,"Basic - Nonfood-contact surface soiled with grease, food debris, dirt, slime or dust.

Hood-filters at South kitchen cook-line with accumulating grease.",NO,,6200367,7465977
13506975,EL CAP INC,ST PETERSBURG,09/02/2025,Complaint Full,22-16-4,"Basic - Reach-in cooler interior/shelves have accumulation of soil residues.

Front bar reach-in cooler soiled.",NO,,6200367,7465977
13506975,EL CAP INC,ST PETERSBURG,09/02/2025,Complaint Full,12A-07-5,"High Priority - Employee failed to wash hands before putting on gloves to initiate a task working with food.

Observed employee enter the kitchen and put on gloves to begin work. Inspector stopped employee and discussed handwashing. Employee removed gloves and washed his hands before returning to work. **Corrective Action Taken**",NO,,6200367,7465977
13506975,EL CAP INC,ST PETERSBURG,09/02/2025,Complaint Full,08A-05-6,"High Priority - Raw animal food stored over/not properly separated from ready-to-eat food.

Raw shell eggs in reach-in cooler stored above coleslaw. Manager relocated eggs. **Corrected On-Site** **Repeat Violation**",NO,,6200367,7465977
13506975,EL CAP INC,ST PETERSBURG,09/02/2025,Complaint Full,41-27-4,"High Priority - Wiping cloth sanitizer solution exceeds the maximum concentration allowed.

Sanitizer bucket with quaternary too strong, tested at 500ppm. Manager diluted and tested to proper 200ppm.",NO,,6200367,7465977
13506975,EL CAP INC,ST PETERSBURG,09/02/2025,Complaint Full,22-02-4,"Intermediate - Food-contact surface soiled with food debris, mold-like substance or slime.

Can opener stored on shelf in North kitchen soiled.",NO,,6200367,7465977
13506975,EL CAP INC,ST PETERSBURG,09/02/2025,Complaint Full,31A-11-4,"Intermediate - Handwash sink used for purposes other than handwashing.

Bottle of stray disinfectant in handwashing sink located next to three compartment sink in North kitchen.",NO,,6200367,7465977
13506975,EL CAP INC,ST PETERSBURG,09/02/2025,Complaint Full,16-37-1,"Intermediate - No chemical test kit provided when using sanitizer at three-compartment sink/warewashing machine or wiping cloths.

No chemical test strips for quaternary sanitizer.",NO,,6200367,7465977
13506975,EL CAP INC,ST PETERSBURG,09/02/2025,Complaint Full,11-26-1,"Intermediate - No proof provided that food employees are informed of their responsibility to report to the person in charge information about their health and activities related to foodborne illnesses.

Establishment has multiple new employees who have yet to receive food handler training. Establishment has no proof, in form of employee health agreements, of reporting responsibilities.",NO,,6200367,7465977
13506975,EL CAP INC,ST PETERSBURG,09/02/2025,Complaint Full,03F-10-5,"Intermediate - No written procedures available for use of time as a public health control to hold time/temperature control for safety food.

Establishment uses time for lettuce and tomatoes on cookline. Items are dated and time stamped however establishment lacks written plan. Inspector provided DBPR form HR 5022-090 and HR 5022-100.",NO,,6200367,7465977
13506975,EL CAP INC,ST PETERSBURG,09/02/2025,Complaint Full,05-06-4,"Intermediate - Probe thermometer not accurate within plus or minus 2 degrees Fahrenheit.

Probe thermometer not calibrated prior to inspection. Manager calibrated with inspector during the inspection.  **Corrective Action Taken**",NO,,6200367,7465977
13506975,EL CAP INC,ST PETERSBURG,09/02/2025,Complaint Full,02C-02-5,"Intermediate - Ready-to-eat, time/temperature control for safety food prepared onsite and held more than 24 hours not properly date marked.

Coleslaw in walk-in cooler prepared the day on inspection not date marked. Manager corrected. **Corrected On-Site**",NO,,6200367,7465977
10935666,CENTRAL COFFEE SHOP,ST. PETERSBURG,09/03/2025,Routine - Food,22-20-5,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Soiled with black and pink mold like substance.  **Warning**",YES,ice machine,6200375,8471849
10935666,CENTRAL COFFEE SHOP,ST. PETERSBURG,09/03/2025,Routine - Food,50-09-4,"Basic - Current Hotel and Restaurant license not displayed.
Expired on2/1/2025.  **Warning**",NO,,6200375,8471849
10935666,CENTRAL COFFEE SHOP,ST. PETERSBURG,09/03/2025,Routine - Food,31B-04-4,"Basic - No handwashing sign provided at a hand sink used by food employees.
Missing at hand sink in front counter area.  **Warning**",NO,,6200375,8471849
10935666,CENTRAL COFFEE SHOP,ST. PETERSBURG,09/03/2025,Routine - Food,22-16-4,"Basic - Reach-in cooler interior/shelves have accumulation of soil residues.
Interior soiled with dried up food debris inside single door stand alone cooler in prep area.  **Warning**",NO,,6200375,8471849
10935666,CENTRAL COFFEE SHOP,ST. PETERSBURG,09/03/2025,Routine - Food,01B-01-4,"High Priority - Dented/rusted cans present. See stop sale.
1- 3 lbs 14 oz dented can of Mushrooms.  **Repeat Violation** **Warning**",NO,,6200375,8471849
10935666,CENTRAL COFFEE SHOP,ST. PETERSBURG,09/03/2025,Routine - Food,22-41-4,"High Priority - Dishmachine chlorine sanitizer not at proper minimum strength. Discontinue use of dishmachine for sanitizing and set up manual sanitization until dishmachine is repaired and sanitizing properly.
Ran the dish machine in the front counter area a few times and the chlorine sanitizer tested at 0 PPM. The inspector observed the chemical line having air bubbles and was not dispensing chemical when sanitization cycle ran.  **Warning**",NO,,6200375,8471849
10935666,CENTRAL COFFEE SHOP,ST. PETERSBURG,09/03/2025,Routine - Food,22-49-4,"High Priority - Dishmachine not sanitizing properly. Discontinue use of dishmachine for sanitizing and set up manual sanitization until dishmachine is repaired and sanitizing properly.
Employee set up three compartment sink with quaternary sanitizer testing at 200 PPM in the front counter area.  **Warning**",NO,,6200375,8471849
10935666,CENTRAL COFFEE SHOP,ST. PETERSBURG,09/03/2025,Routine - Food,03A-02-5,"High Priority - Time/temperature control for safety food cold held at greater than 41 degrees Fahrenheit.
Near flat top grill: pulled eggs  (47F - Cold Holding) @ 9:24am  ; pulled eggs re-temped at 9:41am  (38F - Cold Holding) **Corrected On-Site** **Warning**",NO,,6200375,8471849
10935666,CENTRAL COFFEE SHOP,ST. PETERSBURG,09/03/2025,Routine - Food,41-27-4,"High Priority - Wiping cloth sanitizer solution exceeds the maximum concentration allowed.
Quaternary Sanitizer spray bottle testing at 500+ PPM.  **Warning**",NO,,6200375,8471849
10935666,CENTRAL COFFEE SHOP,ST. PETERSBURG,09/03/2025,Routine - Food,11-27-4,"Intermediate - Establishment has no written procedures for employees to follow in response to a vomiting or diarrheal event where the vomit or diarrhea is discharged onto surfaces in the establishment.
Emailed the person in charge the DBPR Clean-Up of Vomiting and Diarrheal Event form. **Corrective Action Taken** **Warning**",NO,,6200375,8471849
10935666,CENTRAL COFFEE SHOP,ST. PETERSBURG,09/03/2025,Routine - Food,22-02-4,"Intermediate - Food-contact surface soiled with food debris, mold-like substance or slime.
Soda machine ice chute soiled with black mold like substance in dinning room area. 
Slicer soiled with food debris.  **Warning**",YES,black mold,6200375,8471849
